title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
Le ciel se marie avec la mer,Sylvie Tremblay,USUK,,https://open.spotify.com/track/5RrxRao4HMz9iJ5scPdB8N,,,,,,,,,,,,,,,
Je voudrais voir la mer,Sylvie Tremblay,USUK,,https://open.spotify.com/track/3fPd6KU3s5Dk3iwMccERL6,,,,,,,,,,,,,,,
Est-ce ainsi que les hommes vivent,Sylvie Tremblay,USUK,,https://open.spotify.com/track/27zodugDkpMbLhin5zFzyj,,,,,,,,,,,,,,,
Passage,Sylvie Tremblay,USUK,,https://open.spotify.com/track/0Fpbc2D69SdoxUnySlqKhS,,,,,,,,,,,,,,,
Les talons hauts,Sylvie Tremblay,USUK,,https://open.spotify.com/track/0nJmnkFLAHHDxf7dyLsjRs,,,,,,,,,,,,,,,
Personnages,Sylvie Tremblay,USUK,,https://open.spotify.com/track/7wz9JWIptcbPWimkDEW1dn,,,,,,,,,,,,,,,
Un p'tit air,Sylvie Tremblay,USUK,,https://open.spotify.com/track/7kVVO55suzgq48cLILgysG,,,,,,,,,,,,,,,
Chercheurs d'or,Sylvie Tremblay,USUK,,https://open.spotify.com/track/5SLoewzLIJiQobMjSw7wjz,,,,,,,,,,,,,,,
Le fil de lumière,Sylvie Tremblay,USUK,,https://open.spotify.com/track/6k0WEHm0rf2BFD6YWqtITZ,,,,,,,,,,,,,,,
Quand on s'éloigne,Sylvie Tremblay,USUK,,https://open.spotify.com/track/1Iwt0aUJsotTWZayJvTuTO,,,,,,,,,,,,,,,
Raconte-moi,Sylvie Tremblay,USUK,,https://open.spotify.com/track/3aKtCcWJVFpjsKpQ83qi0V,,,,,,,,,,,,,,,
On est loin (du tapis rouge),Sylvie Tremblay,USUK,,https://open.spotify.com/track/73pqNNObGTag0DlRJUacKQ,,,,,,,,,,,,,,,
