title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
GOOD BOY,GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
Gd X Taeyang   Good Boy M V,GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
맙소사 (feat. 황광희),GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
Gd X Taeyang  Good Boy,GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
GOOD BOY [2015 MADE TOUR IN SEOUL],GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
EVOQUE PRATA kkkkkk,GDxTAEYANG,KR,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, 唾奇, VIGORMAN & WILYWNKA",GEG,JP,,,,,,,,,,,,,,,,,
I gotta go,GEG,JP,https://www.youtube.com/watch?v=fpJ97g9zeWY,,,9175706,78782,,,,,,,,,,,,
LIFE IS GOOD,GEG,JP,,,,,,,,,,,,,,,,,
EDEN,GEG,JP,,https://open.spotify.com/track/1OqhdM5mUZ5fJeh4s5vhxg,,,,,,,,,,,,,,,
True Romance?,GEG,JP,,,,,,,,,,,,,,,,,
Grow Up,GEG,JP,,,,,,,,,,,,,,,,,
Intro,GEG,JP,,,,,,,,,,,,,,,,,
"I gotta go (feat. Hiplin, WILYWNKA & kojikoji)",GEG,JP,https://www.youtube.com/watch?v=fpJ97g9zeWY,,,9175706,78782,,,,,,,,,,,,
Still Hungry,GEG,JP,,,,,,,,,,,,,,,,,
"I gotta go (feat. WILYWNKA, Hiplin & kojikoji)",GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, Tsubaki, VIGORMAN & WILYWNKA (feat. VIGORMAN, WILYWNKA, Tsubaki & Basi)",GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat.BASI,唾奇,VIGORMAN,WILYWNKA",GEG,JP,,,,,,,,,,,,,,,,,
"LIFE IS GOOD (feat. VIGORMAN, Hiplin, SNEEEZE & RINNE)",GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round (feat. BASI, Tsubaki, VIGORMAN & WILYWNKA)",GEG,JP,,,,,,,,,,,,,,,,,
"LIFE IS GOOD (feat. VIGORMAN, Hiplin, SNEEEZE & Rin音)",GEG,JP,,,,,,,,,,,,,,,,,
Az élet nem Hollywood,GEG,JP,,,,,,,,,,,,,,,,,
I gotta go（feat. WILYWNKA、Hiplin、kojikoji）,GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, 唾奇, VIGORMAN & WILYWNKA（feat. VIGORMAN、WILYWNKA、唾奇、BASI）",GEG,JP,,,,,,,,,,,,,,,,,
EDEN (feat. Nishina & Tsubaki),GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat.BASI,唾奇,VIGORMAN,WILYWNKA 【OFFICIAL MUSIC VIDEO】",GEG,JP,,,,,,,,,,,,,,,,,
EDEN（feat. にしな、唾奇）,GEG,JP,,,,,,,,,,,,,,,,,
"LIFE IS GOOD feat. VIGORMAN, Hiplin, SNEEEZE, Rin音",GEG,JP,,,,,,,,,,,,,,,,,
The Old Plague,GEG,JP,,,,,,,,,,,,,,,,,
EDEN (feat. にしな & 唾奇),GEG,JP,,,,,,,,,,,,,,,,,
Szolj Ram,GEG,JP,,,,,,,,,,,,,,,,,
Dunkelziffer (Alex Stroeer remix),GEG,JP,,,,,,,,,,,,,,,,,
"I Gotta Go feat. kojikoji, WILYWNKA & Hiplin",GEG,JP,,,,,,,,,,,,,,,,,
Through Bitterness Rehorned,GEG,JP,,,,,,,,,,,,,,,,,
LIFE IS GOOD（feat. VIGORMAN、Hiplin、SNEEEZE、Rin音）,GEG,JP,,,,,,,,,,,,,,,,,
Szólj rám,GEG,JP,,,,,,,,,,,,,,,,,
Néhány év után,GEG,JP,,,,,,,,,,,,,,,,,
Dunkelziffer,GEG,JP,,,,,,,,,,,,,,,,,
From Cosmic Shadows To The Great Vast Embrace,GEG,JP,,,,,,,,,,,,,,,,,
Out of The Sun And Into The Woods,GEG,JP,,,,,,,,,,,,,,,,,
Szólj rám!,GEG,JP,,,,,,,,,,,,,,,,,
"EDEN feat. にしな, 唾奇",GEG,JP,,,,,,,,,,,,,,,,,
Fájó emlék,GEG,JP,,,,,,,,,,,,,,,,,
Az élet nem Hollywood (Erős vs. Spigiboy dancemix),GEG,JP,,,,,,,,,,,,,,,,,
Microsoft - it`s a GREAT SUXXX,GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, Tsubaki, VIGORMAN & WILYWNKA (feat. VIGORMAN, Tsubaki, BASI & WILYWNKA)",GEG,JP,,,,,,,,,,,,,,,,,
Merry Go Round,GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, 唾奇, VIGORMAN, WILYWNKA (Torihada Studio Live)",GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round feat. BASI, Tsubaki, VIGORMAN & WILYWNKA",GEG,JP,,,,,,,,,,,,,,,,,
gre,GEG,JP,,,,,,,,,,,,,,,,,
Az Elet Nem Hollywood,GEG,JP,,,,,,,,,,,,,,,,,
EDEN (con Nishina y Tsubaki),GEG,JP,,,,,,,,,,,,,,,,,
"I gotta go (avec WILYWNKA, Hiplin et kojikoji)",GEG,JP,,,,,,,,,,,,,,,,,
"I gotta go (part. WILYWNKA, Hiplin e kojikoji)",GEG,JP,,,,,,,,,,,,,,,,,
Istanbul,GEG,JP,,,,,,,,,,,,,,,,,
EIAO feat.Shurkn Pap,GEG,JP,,,,,,,,,,,,,,,,,
True Romance? (feat. Hiplin),GEG,JP,,,,,,,,,,,,,,,,,
Minden éjjel,GEG,JP,,,,,,,,,,,,,,,,,
Aeternum,GEG,JP,,,,,,,,,,,,,,,,,
"Merry Go Round (feat. VIGORMAN, Tsubaki, Basi & WILYWNKA)",GEG,JP,,,,,,,,,,,,,,,,,
