title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
Pinky Promise,@onefive,JP,https://www.youtube.com/watch?v=efvCJ9X2btA,https://open.spotify.com/track/1ivFZUotNz5MgFoR5XA4nk,,313247.0,5000.0,,,,,,,,,,,,
BBB,@onefive,JP,https://www.youtube.com/watch?v=Om5LaPEY1yk,https://open.spotify.com/track/6cYFh5y9t8Ak2dc9gcLyLp,,125827.0,3756.0,,,,,,,,,,,,
Madaminu Sekai,@onefive,JP,https://www.youtube.com/watch?v=h6Ps1VEpU8k,https://open.spotify.com/track/5Jh6w9Y6EyCQIlGpmv9QcV,,11704.0,328.0,,,,,,,,,,,,
Underground,@onefive,JP,https://www.youtube.com/watch?v=gNbHpMTEjWQ,https://open.spotify.com/track/1Yr93yIzb9HsYF9zYGzgF2,,209951.0,3457.0,,,,,,,,,,,,
Shizuku,@onefive,JP,https://www.youtube.com/watch?v=eyxu4WefloY,https://open.spotify.com/track/5A3aHC0rky2NnUNyUv4aeA,,82156.0,2123.0,,,,,,,,,,,,
Lalala Lucky,@onefive,JP,https://www.youtube.com/watch?v=OFUsCszJofc,,,425234.0,2909.0,,,,,,,,,,,,
Justice Day,@onefive,JP,https://www.youtube.com/watch?v=F0NJzhLlZJg,https://open.spotify.com/track/5t8he72T1g87ty9R8YHTsf,,203317.0,1547.0,,,,,,,,,,,,
Chance,@onefive,JP,https://www.youtube.com/watch?v=V0Da8ijIZOw,https://open.spotify.com/track/2xLbo15eX7JPHGyhUJh3tB,,468254.0,2196.0,,,,,,,,,,,,
未来図,@onefive,JP,https://www.youtube.com/watch?v=sKop2UaeYD0,https://open.spotify.com/track/4PN14QKps4iz83MduyqHor,,253233.0,4604.0,,,,,,,,,,,,
Can-coffee to Chocolate-pan,@onefive,JP,https://www.youtube.com/watch?v=CbQSb6disAg,,,41053.0,1143.0,,,,,,,,,,,,
Just for you,@onefive,JP,https://www.youtube.com/watch?v=a9KwbHcZKxM,,,1475.0,23.0,,,,,,,,,,,,
