title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
Bad Habit,G.Soul,KR,https://www.youtube.com/watch?v=dI9zQ3U1CuE,https://open.spotify.com/track/6oTdsBJmsEzK55Xzl8QYxn,,1885821,33536,,,,,,,,,,,,
Tequila (Feat. Hoody),G.Soul,KR,https://www.youtube.com/watch?v=9g1gDe2uFT0,,,3871584,79575,,,,,,,,,,,,
Circles,G.Soul,KR,https://www.youtube.com/watch?v=3wC2znd0_Hg,,,260977,4121,,,,,,,,,,,,
우리 이젠 어디로 Where Do We Go From Here,G.Soul,KR,https://www.youtube.com/watch?v=3dcEDndCPF4,,,1080376,29705,,,,,,,,,,,,
Can't,G.Soul,KR,https://www.youtube.com/watch?v=7rDKMIaxuvU,,,936299,27530,,,,,,,,,,,,
You,G.Soul,KR,https://www.youtube.com/watch?v=Mt3D4H93hNs,,,3720369,77984,,,,,,,,,,,,
I'll Be There,G.Soul,KR,https://www.youtube.com/watch?v=cswZxV4vw20,,,211282,9465,,,,,,,,,,,,
No Answer,G.Soul,KR,,,,,,,,,,,,,,,,,
Coming Home,G.Soul,KR,https://www.youtube.com/watch?v=fubSyLwrBT8,,,40059,617,,,,,,,,,,,,
Love Me Again,G.Soul,KR,https://www.youtube.com/watch?v=0Vv_Q3mX6Ao,,,17256,792,,,,,,,,,,,,
Superstar,G.Soul,KR,https://www.youtube.com/watch?v=M8kCynAmcic,,,7583,91,,,,,,,,,,,,
Beautiful Goodbye,G.Soul,KR,https://www.youtube.com/watch?v=d9Vxt_yhZhw,,,187541,3070,,,,,,,,,,,,
Dirty,G.Soul,KR,https://www.youtube.com/watch?v=lofgV8xKCAY,,,51153,946,,,,,,,,,,,,
First Love,G.Soul,KR,https://www.youtube.com/watch?v=LsxjolydDLY,,,20120,215,,,,,,,,,,,,
Found You (Prod by Deepshower),G.Soul,KR,,,,,,,,,,,,,,,,,
Stop The Love,G.Soul,KR,https://www.youtube.com/watch?v=4QXi0fO_5Cc,,,22878,374,,,,,,,,,,,,
