title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Cocoa Butter Kisses,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
All Night (feat. Knox Fortune),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Same Drugs,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Angels (feat. Saba),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Favorite Song,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Acid Rain,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Summer Friends (feat. Jeremih & Francis & The Lights),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Smoke Break (feat. Future),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Hot Shower,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Juice,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Mixtape (feat. Young Thug & Lil Yachty),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
D.R.A.M. Sings Special,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Chain Smoker,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
"Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Blessings,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Good Ass Intro,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Interlude (That's Love),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Lost,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Paranoia,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Pusha Man,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
How Great (feat. Jay Electronica & My cousin Nicole),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
The Highs & The Lows,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
I Might Need Security,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Do You Remember,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
The Man Who Has Everything,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Everything's Good (Good Ass Outro),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Blessings (feat. Jamila Woods),Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
GRoCERIES,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
All Day Long,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Everybody's Something,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Handsome,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Eternal,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
Smoke Again,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
NaNa,Chance the Rapper,USUK,,,,,,,,,,,,,,,,,
