title,artist,area,youtube_link,spotify_link,release_date,youtube_view_count,youtube_like_count,tag,duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
Act Out,Andrew Star,Latin,,,,,,,,,,,,,,,,,
"Thank You, Next",Andrew Star,Latin,,,,,,,,,,,,,,,,,
Outer Space,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Sally Walker,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Darkness,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Demon,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Solar Storm,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Strapped,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Kryptonite,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Future Nostalgia,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Psychedelic Fever,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Digital Love,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Don't Don't Stop Stop,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Kill Me Slow,Andrew Star,Latin,,,,,,,,,,,,,,,,,
"Thank U, Next",Andrew Star,Latin,,,,,,,,,,,,,,,,,
Looking for a Trouble,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Sextasy,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Glitcher,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Starlight,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Alive,Andrew Star,Latin,,,,,,,,,,,,,,,,,
You Love Me,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Dance Floor,Andrew Star,Latin,,,,,,,,,,,,,,,,,
skY HIgh,Andrew Star,Latin,,,,,,,,,,,,,,,,,
New Life,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Eternal,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Steel Thread,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Hipster,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Yummy,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Midnight Sky,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Halloween Town,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Yeah,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Euphoria,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Prometheus,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Midnight Skye,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Secrets,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Memories of Christmas,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Let Is Now,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Storm,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Olympus,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Moon Walker,Andrew Star,Latin,,,,,,,,,,,,,,,,,
I Can't Get Enough,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Personal,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Believe,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Hate Me,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Slide Away,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Equality,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Fantastic Night,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Barbie Dripe,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Get Up & Dance,Andrew Star,Latin,,,,,,,,,,,,,,,,,
24/7,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Human Lost,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Rythm,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Allergic,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Over Hill,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Shadow Works,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Wild Mind,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Aliens,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Started,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Ultra Bionic,Andrew Star,Latin,,,,,,,,,,,,,,,,,
That Way,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Gravity and Aliens,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Satellite,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Sacrifaice,Andrew Star,Latin,,,,,,,,,,,,,,,,,
It's Summer Time,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Droide,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Memories,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Phoenix,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Medusa,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Eternal Poweer,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Loner,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Angels Speak Like This,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Intro,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Party in the Beach,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Enough,Andrew Star,Latin,,,,,,,,,,,,,,,,,
Darkness (feat. Andrew Star),Andrew Star,Latin,,,,,,,,,,,,,,,,,
