Name,Area,Spotify_Name,Spotify_ID,Similarity_ratio
BURST GIRL,JP,BURST GIRL,5ESnHSDw1gAAMqSJ0tfsbM,100.0
BUTAOTOME,JP,Butaotome,7ejGih4hGEmw5dgVy4jgdZ,100.0
BUZZ THE BEARS,JP,BUZZ THE BEARS,0rTSanf2jBgMMPXpZvT24S,100.0
BUZZ-ER.,JP,BUZZ-ER.,48duhk1QxAy6YJhJ6JWA1m,100.0
BVNDIT,KR,BVNDIT,5dEBuZjTtE68uDgCs23Kuv,100.0
BVNDIT (밴디트),KR,BVNDIT,5dEBuZjTtE68uDgCs23Kuv,50.0
BXB,KR,MC BXB,0OWToUlGPyXUSAcrCZxu3g,67.0
BXK,KR,bxkq,65lEC99xqy295XmDhg1KtW,86.0
BY PHAR THE DOPEST,JP,,,10.0
BYUE,JP,BYUE,7sDNLUrBHQ08JWCxoL1jFc,100.0
BZ-Boys,KR,Bz-Boys,73FA33YtQWdPuswF6u7u4D,100.0
Baba,KR,Babasónicos,2F9pvj94b52wGKs0OqiNi2,53.0
Babak Hazrati,EU,,,12.0
Babalu,Latin,Babalu,1oAIOSfl4q7af9qlRYcvKf,100.0
Babby Buddah Heads,Latin,,,10.0
Babe,JP,Goth Babe,7o96HO2zrujyATtVsqGhh3,62.0
Babe Ruth,USUK,Babe Ruth,0U04xAocTetRnA7v3TYQ2i,100.0
Babs Robert Quartet,EU,,,9.0
Baby Boo,KR,Baby Mouse Boo,4aG0Zj4hk9yaRccFcaJuo7,73.0
Baby G,KR,Baby Gang,3LvwPiJQJ0da0GurKMToV0,80.0
Baby J Trúc Diễm,VN,,,11.0
Baby Karen,Latin,Baby Karen,3IStYJkZzqb5HbYpoKzirl,100.0
Baby Keem,USUK,Baby Keem,5SXuuuRpukkTvsLuUknva1,100.0
Baby Kiy,JP,Baby Kiy,1CNrTrXERkuBWYb8dtWl62,100.0
Baby Monster,KR,Baby Monster,2pd8Dy37GAgGRW6LimEija,100.0
Baby Rose,USUK,Baby Rose,6Z4JcgqrqgysyHIPRtDIHo,100.0
Baby Smoker,JP,Baby smoker,2FjD4A439vvfyaYHmbQDAq,100.0
Baby Soul,KR,Baby Soulja,2FC9Gjx2tf2r5siFOpA19B,90.0
Baby V.O.X,KR,Baby V.O.X,7H5LMtjHqkyH4U8dpLR4lo,100.0
Baby VOX Re.v,KR,,,12.0
Baby Varela,Latin,Baby Varela,0YVOyRHw01ctrOgi2RiSyF,100.0
BabyBeard,JP,BABYBEARD,3Uh3EpDkET5qveEWYqFDBz,100.0
BabyKingdom,JP,BabyKingdom,1N3pUIu3nsusD9bhP5NzvK,100.0
Babyface,USUK,Babyface Ray,3zZ88AwlTwfCJkowsFCvLA,80.0
Babylon A.D.,USUK,Babylon A.D.,6sh4WKluS0LOsPdGPerKJ5,100.0
Babyshambles,USUK,Babyshambles,0IBAqjHG8DSaD7PPCGnGiZ,100.0
Bacamarte,USUK,Bacamartes,3MAZaJf9ahB5uQMEY5mPpu,95.0
Bacan,Latin,Bacanos,3z3dviTNMzuW5GNEfcZQdP,83.0
Baccara,USUK;Latin,Baccara,4dn4KQgTE4P3jrwa3iIVzQ,100.0
Bachalor Girl,Latin,,,12.0
Bachata Latin Band,Latin,Bachata Latin Band,2HBdorrIXwOX6TILg8MVb9,100.0
Bachata Mix 2005,Latin,,,11.0
Bachata Roja Legends,Latin,,,17.0
Bachelard,Latin,Bachelard,1JEicxaRkNvslxeFlvdWR9,100.0
Bachman-Turner Overdrive,USUK,Bachman-Turner Overdrive,5q4AzEtCoYJyXjMMoEkSU5,100.0
Bacilos,Latin,Bacilos,1mux8L6xg2Cmrc7k0wQczl,100.0
Backstreet Boys,USUK,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,100.0
Backyard Babies,USUK,Backyard Babies,4ASJkb9HOe3Vz5ZaXOjnfN,100.0
Bacon,JP,Kevin Bacon,2Uw2gtRwPwKH9QVy4Km1uz,62.0
Bacon Bits,Latin,Bacon Bits,4EoBagCAxq55oBhHmoI7JI,100.0
Bad Boys Blue,USUK,Bad Boys Blue,6OXILsPD4WNJ7XiGMAkCWa,100.0
Bad Bunny,Latin,Bad Bunny,4q3ewBCX7sLwd24euuV69X,100.0
Bad Company,USUK,Bad Company,5AEG63ajney2BoDXi0Vb84,100.0
Bad Couple OST,KR,,,12.0
Bad English,USUK,Bad English,5fhMbh4PVSLSODF2fhWwqt,100.0
Bad Family Ost,KR,,,12.0
Bad Gyal,Latin,Bad Gyal,4F4pp8NUW08JuXwnoxglpN,100.0
Bad Me Girls,KR,,,13.0
Bad Meets Evil,USUK,Bad Meets Evil,77IURH5NC56Jn09QHi76is,100.0
Bad Religion,USUK,Bad Religion,2yJwXpWAQOOl5XFzbCxLs9,100.0
Bad Suns,USUK,Bad Suns,0YhUSm86okLWldQVwJkLlP,100.0
Bada,KR,Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,53.0
Bada 바다,KR,바다 (BADA),1PfXIoBczRWGdc86Bc2G0u,90.0
Badfinger,USUK,Badfinger,4pJCawaKSZ40EnxN0YEYw3,100.0
Badflower,USUK,Badflower,3T55D3LMiygE9eSKFpiAye,100.0
Badger,USUK,King Badger,71hhKLR9oCOsHLdRIoQ5OU,71.0
Badi Assad,Latin,Badi Assad,5FjCbWsyUcmYeuOweDuyqs,100.0
Badiali sandro,Latin,,,24.0
Badlands,USUK,Badlands,7fjyk4yWOsLuEa4JGZ89qH,100.0
Badly Drawn Boy,USUK,Badly Drawn Boy,244fcyNSuyhbRlMGfMbYrO,100.0
Bae Jin Young,KR,Bae Jin Young,1ZIK7MnPM18iscik1FZ6Zc,100.0
Baechigi Feat. Sol Flower,KR,,,7.0
Baek A Yeon,KR,Baek A Yeon,5UKoKVlU7EDN4UgDuVRAbX,100.0
Baek Ji Young 백지영,KR,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,68.0
Baek Ji Young/백지영,KR,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,68.0
Baek Ji-Young (백지영),KR,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,60.0
Baek Jiyeong,KR,Baek Jiyeong,46DakMoRS0EvCx4OS52MA7,100.0
Baek Seung Heon,KR,Baek Seung Heon,5Wu5icA9jRP5sdHkBngNMX,100.0
Baek Z Young,KR,Baek Z Young,5yA7Gpa9biZUs3IgTgwH8o,100.0
Baeshi Bang,KR,Baeshi Bang,4CrpJePXGvC45hzwDsHOZ6,100.0
Baggage,JP,Villa Baggage,3yO48Ipt5a00cJh234AhIp,70.0
Baggie,KR,Outta Baggies,0aptdO4bFSTA96eBePbdbV,63.0
Bagpipe Music From The Rhodope,EU,,,6.0
Bahamadia,USUK,Bahamadia,6ZcRUVs3I5U8EOnm9ZdCsO,100.0
Bahashishi,JP,Bahashishi,2uwH8X8NidXHrKZutjkgGM,100.0
Bahia Patrol,Latin,Bahia Patrol,7xrnk4S4PkNe28xitx30Xi,100.0
Bahnus Vacuum,KR,,,25.0
Baila,Latin,Ella Baila Sola,6xvRfsmnwd0qcDUomtlmAt,50.0
Bailables,Latin,Violines Bailables,1ndMXETiwdgC9q29LcJksu,67.0
Bailey Zimmerman,USUK,Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,100.0
Bait,EU,Baitaca,3Qr4KjBoZj14d28vWulbA8,73.0
Baja Marimba Band,Latin,The Baja Marimba Band,63eNjNGaOdu9zPJzyDF9fl,89.0
BajaVida,Latin,Bajavida,3QX8P4qDKz1aI3VmKbyNYh,100.0
Bajofondo Tango Club ft. Julieta Venegas,Latin,,,14.0
Bakufu Slump,JP,Bakufu Slump,38S2jSY9Fr0AcZZWMrKuqC,100.0
Bakumatsu Kikansetsu..,KR,,,16.0
Balanescu / Kaučič / Girotto,Latin,,,13.0
Balansso Ipanema,Latin,,,32.0
Baleria,Latin,Baleria Baiano,2cvn4W2ghdYG9PqULPh2Ns,67.0
Balla Tounkara,Latin,Balla Tounkara,2nTLNrsdHPHxT22tWTZSsn,100.0
Ballad,JP,a balladeer,5MUNbMtqB3EOKxwSJBVJ1U,71.0
Ballalouda,Latin,Ballalouda,1Huz18P9tza5iNICGYLkOR,100.0
Ballet Folklórico Antumapu,Latin,,,14.0
Balli di Gruppo,Latin,,,11.0
Ballistika,EU,Ballistika,11K4s53IYngipggYbYQkW7,100.0
Balloon at dawn,JP,Balloon at dawn,5nYMasgf6qG32nnM9U077N,100.0
Ballroom Orchestra,Latin,Ballroom Dance Orchestra,3FwFVBhnFcAcuJ8lhRXgyB,86.0
Balls'n'Boobs,EU,,,25.0
Balming Tiger,KR,Balming Tiger,6vbKIm1WsvhMMDpthYONc1,100.0
Balmorhea,USUK,Balmorhea,1U0FaHAc4fcwQcYEJFgkm9,100.0
Balsam Boys,EU,Balsam Boys,7ipEnB9F8J0yMsm9dX9R6o,100.0
Balsamareo,Latin,Balsamareo,53lmd3bzTUKcjAu50P0bd3,100.0
Baltar Cassola Guitar Duo + Fernando Chaib,Latin,,,13.0
Baltazar Carrero,Latin,Baltazar Carrero,3cdmyIoNYJTHDfKYvkhIwT,100.0
Baltimora,USUK,Baltimora,6czfQ8MjHVmvJKA4LAnviG,100.0
Baltimore Club Music - Mamasay Mamasa Mamacusa,Latin,,,4.0
BamBam (GOT7),KR,BamBam,2p48L95TwEaYkSdn6R7LOr,63.0
Bambam,KR,BamBam,2p48L95TwEaYkSdn6R7LOr,100.0
Bambi,KR,"Tito ""El Bambino""",5fJsY7afrbsyzJj9wdzJMh,45.0
Bambibanda E Melodie,EU,Bambibanda E Melodie,2aZs0n1nir5bLuNeZY9Rx2,100.0
Bamboleo,Latin,Bamboleo,0RLtwSikzOlGO14oOqYlW4,100.0
Bamdamel,Latin,Bamdamel,3pliEYuTjFFUfecvfxywbW,100.0
Bamsem,KR,Bamsem,5iHMzgKZSoexGZSlY7Fext,100.0
Ban Rarra,Latin,Ban Rarra,1nfkzKyrY9Qb7nHnf4fJGl,100.0
BanYa Production,KR,Big Banyan Tree Productions,3sABACrcYkFjfK0GAy8Gxw,74.0
Bana,JP,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,57.0
Bana Kuba,Latin,Bana Kuba,74uuo4wKyZLicmCHIYvNzJ,100.0
Banana Erectors,JP,Banana Erectors,0jAnFwFAyzNfBYlQWajvIX,100.0
Banana Girl,KR,Banana Girl,01cJNIvPETbjVmDbLjLKp9,100.0
Banana Girl/바나나 걸,KR,Banana Girl,01cJNIvPETbjVmDbLjLKp9,65.0
Bananafish Dance Orchestra,Latin,Bananafish Dance Orchestra,6WDqRMve46oHeEA909jEgY,100.0
Bananarama,USUK,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,100.0
Banco del Mutuo Soccorso,USUK,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,100.0
Band Aid,USUK,Band Aid,35S20clEkkSNUo23ViaslZ,100.0
Band Ja Naimon!,JP,BAND JA NAIMON! MAXX NAKAYOSHI,1y2BdZ7ihwRkZQCohhNfQq,67.0
Band of Horses,USUK,Band of Horses,0OdUWJ0sBjDrqHygGUXeCF,100.0
Band of Skulls,USUK,Band Of Skulls,4ddt8PPvmWrI9mJQy1VrIG,100.0
Banda 11 de Enero de Murillo,Latin,Banda 11 de Enero de Murillo,76aWDFuPW8kiVY1y9q9Ltt,100.0
Banda 2da de Laguneta Córdoba,Latin,,,19.0
Banda Andarilho,Latin,Banda Andarilho,7oKjS3zn0wPDFCWvHtlQlx,100.0
Banda Bajera de San Pelayo,Latin,Banda Bajera De San Pelayo,0LQq9klMEEIykw5TgjDbSa,100.0
Banda Black Río,Latin,Banda Black Rio,47UDFBXxSM6d5zbKvflXhv,100.0
Banda Brava,Latin,Banda Brava,7r6kHYuxetBFp0EEKnLHmk,100.0
Banda Brega Pop,Latin,Banda Brega Pop,1Rw4D8glnHlLsw8I9IC5pW,100.0
Banda Conmoción,Latin,Banda Conmoción,2UNMW1OKE0X1cwJHWER67g,100.0
Banda De Tlayacapan,Latin,Banda De Tlayacapan,6YFaU1PYN3SBlVob0olQWg,100.0
Banda Dona Chica,Latin,Banda Dona Chica,0niZ6xt24US5h1kCMknXb6,100.0
Banda El Recodo De Cruz Lizárraga,Latin,Banda Sinaloense El Recodo De Cruz Lizarraga,7sDRPHDNEOmnPgyfYWUITM,86.0
Banda Espuela De Oro,Latin,Banda Espuela De Oro,4ZlUjn2j38IZlKiaASimrw,100.0
Banda Estrellas De Sinaloa...,Latin,Banda Estrellas De Sinaloa De German Lizarraga,2wWIGYR6YnkqEU2pkdnjnX,69.0
Banda Estrellas de Sinaloa de German Lizarraga,Latin,Banda Estrellas De Sinaloa De German Lizarraga,2wWIGYR6YnkqEU2pkdnjnX,100.0
Banda Etna,Latin,,,46.0
Banda Favela,Latin,Banda Amor de Favela,0QuTLcVVpLojo0ZcV15kEf,75.0
Banda Filarmonica Andajina,Latin,Banda Filarmonica Andajina,5R023Q3aOTjETzOxVyf5JK,100.0
Banda Filarmonica del CECAM,Latin,Banda Filarmonica del CECAM,2OXqK0Ec09b6ppw51V90oP,100.0
Banda Folia Brasileira,Latin,Banda Folia Brasileira,7mpbquJRMRVgQnrT9UXcMS,100.0
Banda Grafith,Latin,Banda Grafith,3iJNbPmf3BkSWpgjzw336J,100.0
Banda Holguín,Latin,Banda Holguín,19fp9lUOnYs03cSfabqamn,100.0
Banda Isabel,Latin,La Buena Banda Isabel,1rTcp6BSIzdPCeIklKmQvX,73.0
Banda Jamon Crudo,Latin,,,30.0
Banda La Pirinola,Latin,Banda La Pirinola,5PTt3pmQAnQwYOBVEAFU0Y,100.0
Banda La Trakalosa,Latin,,,19.0
Banda Limonense,Latin,Banda Limonense,5CNyWgRvWdSJ1xVmadOS6V,100.0
Banda Los Hijos de La Niña Luz,Latin,Banda Los Hijos De La Nina Luz,725B3NWyISCmjaJwB6imcg,100.0
Banda MS De Sergio Lizárraga,Latin,Banda MS de Sergio Lizárraga,2C6i0I5RiGzDKN9IAF8reh,100.0
Banda Maravilha with Paulo Flores,Latin,,,11.0
Banda Misteriosa,Latin,Banda Misteriosa,7ai2fsJ9zMJdLdyxnQJXA0,100.0
Banda Pachuco,Latin,Banda Pachuco,70IN0LkJ8uOb9MxQ7Tatzb,100.0
Banda Pelillos,Latin,Banda Pelillos,4BLePIKRIxR45iGnam62DE,100.0
Banda Rancho Viejo,Latin,Banda Rancho Viejo De Julio Aramburo La Bandononona,39dmt5DRpnyJKgz5bc4ZNV,52.0
Banda Rancho Viejo de Julio Arámburo,Latin,Banda Rancho Viejo De Julio Aramburo La Bandononona,39dmt5DRpnyJKgz5bc4ZNV,83.0
Banda San Miguel,Latin,Banda San Miguel,3t9TbuyBScRR9dOG4Yo7CG,100.0
Banda Sinaloense MS de Sergio Lizarraga,Latin,Banda Sinaloense MS de Sergio Lizárraga,6Y6rrQjzcZhaM4RXusI8UP,100.0
Banda Sinfonica Provincial Anchucava,Latin,Banda Sinfonica Provincial Anchucava,3qjsaXyQZwYhxP4JqSnKrT,100.0
Banda Sinfonica Provincial Anchucaya,Latin,,,15.0
Banda Sonora Original,Latin,El Arrebato (Banda Sonora Original),6X8QVu9hoZdVWwzAkBbvuF,75.0
Banda Tanakara,Latin,Banda Tanakara,3w0DeiKHtKhIn64veG3H60,100.0
Banda Tierra Mojada,Latin,Banda Tierra Mojada,7qiTcZri2NHe9Et3zAPAci,100.0
Banda Tierra Sagrada,Latin,Banda Tierra Sagrada,0v7JYEoQOQbzNNESKwxmzT,100.0
Banda Toro,Latin,Banda Toro,78Cl4OGrWUNLrm4QZKEKkg,100.0
Banda Tropical,Latin,Banda Paraiso Tropical,1F8bE6OkXDkDjM6poRaXbH,78.0
Banda Troyana,Latin,Banda Troyana,4nU1ONcovj3AnmxDPmmNEu,100.0
Banda Viper,Latin,Los Viper Norteño Banda,0T6SgYtqFmIADilkW1cMcK,35.0
Banda Zarape,Latin,Banda Zarape,3PjBnAFgtvoFwYuQvR2dAl,100.0
Banda Zeta,Latin,Banda Zeta,6Vqqu9f1Xjq8qmYUYZr4uL,100.0
Banda do Mar,USUK,Banda do Mar,1Gu3ALcPEx3FFGAfAbqQvD,100.0
Banda la unica de jerez,Latin,Banda La Unica De Jerez La Mera Mera,0nJT7TpyQXTgO3st4aucy4,78.0
Banda libre,Latin,ANABELA Y BANDA LIBRE,5GBYAQ5Ji3DNTNgfronAfP,69.0
BandaSom,Latin,,,36.0
Bandana,Latin,bandanabloom,1279Dp4ygoqSptjZHvE3Kl,74.0
Bang Chan,VN;KR,Bang Chan,4qy7HANJDOZRObts4Z0KSV,100.0
Bang Chau,VN,Băng Châu,5KynizPZcWqwPDFo3ubXnI,100.0
Bang Tango,USUK,Bang Tango,3DhHdlyaEYhoTFs0YJeeuc,100.0
Bang Yedam,KR,BANG YEDAM,1slszTGbkp1uNnI6G5uD0X,100.0
Bang Yong Gook,KR,,,24.0
Bang Yong Guk Feat BEAST Yang Yo Seob,KR,,,15.0
Bang Yong Guk ft. Song Ji Eun,KR,,,12.0
Bang Yong Guk ft. Yoseob,KR,,,15.0
Bang Yongguk,KR,BANG YONGGUK,6g6zaR4B3WDZXphDRmsVGF,100.0
Banghra,Latin,Banghra Lounge Voices,6zmCXiKmUTM8enPVHH5aDV,50.0
Bangtan Boys 방탄소년단,KR,,,18.0
Bank Band with Salyu,JP,Bank Band with Salyu,3pTxPxf4WEWrYaylfPVOWX,100.0
Bank$,JP,Lay Bankz,4OVbrPbhvK46A1uXTU1u5F,57.0
Banner Pilot,USUK,Banner Pilot,2XhpclWPWJPpYnpFGRGIzj,100.0
Bantaba X,Latin,,,33.0
Bao Anh,VN,Bảo Anh,4fCHhderLwLacsIOIKgu3J,100.0
Bao Han,VN,Bảo Hân Helia,7iPnUabfXY4vLihtfYOonY,70.0
Bao Yen,VN,Bảo Yến,0pOtP6jMG4IXacNYJIGTAe,100.0
Barbara Bonney,USUK,Barbara Bonney,24fwyM31DLDqYOPvQ0jFFr,100.0
Barbara Grave de Peralta (feat. Eddy F),Latin,,,5.0
Barbara Lewis,USUK,Barbara Lewis,2UocIcNiHj5n4tj1CnBzRq,100.0
Barbara Mandrell,USUK,Barbara Mandrell,67BqBdApdbZ0onglFqRoTg,100.0
Barbara Mason,USUK,Barbara Mason,5PmZd7YOaUgQwhOja44fmZ,100.0
Barbara Mendes,Latin,Barbara Mendes,1C6KJf1eRGgCuN5nDbzPYS,100.0
Barbara Muñoz,Latin,Barbara Muñoz,3ObByYn7DJS4pgTfH37kur,100.0
Barbarian On The Groove feat. 茶太,JP,,,10.0
Barbarito Diez,Latin,Barbarito Diez,7moJIKSJ8ja7keltIrZzjE,100.0
Barbarito Torres,Latin,Barbarito Torres,4p5BbyWCGFwb1js3my0iy7,100.0
BarbieD,KR,Barbiedaluxe,4ek4mPcN8FPHFRz54jzPTR,74.0
Barbra Streisand,USUK,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,100.0
Barcelona Art Orchestra,Latin,Barcelona Art Orchestra,2F2HTUvyazNssG4yQid2Of,100.0
Barclay James Harvest,USUK,Barclay James Harvest,2pVMD4bFwl4AyoYyyo51Qg,100.0
Bardero$,Latin,Bardero$,5Q2fyL2TcdUY9IqKTkGk5G,100.0
Bardo Pond,USUK,Bardo Pond,2ZHNwvYaMbD8zuObAXVHEr,100.0
Barenaked Ladies,USUK,Barenaked Ladies,0dEvJpkqhrcn64d3oI8v79,100.0
Barns Courtney,USUK,Barns Courtney,5tFRohaO5yEsuJxmMnlCO9,100.0
Barra Brava Camisa 33,Latin,Barra Brava Camisa 33,6uKXAZHZz6gGHYcKbuLeiO,100.0
Barrett Strong,USUK,Barrett Strong,3MKwHkhEjcvzva2rasZeWD,100.0
Barrio Boyzz,Latin,Barrio Boyzz,2pEJhUF93gQGPdWJnusnZp,100.0
Barrio Candela,Latin,Barrio Candela,7FZ5ZChsHsc3kzXa47CDg9,100.0
Barrio Cubano,Latin,,,25.0
Barrio Cubano De Ronald Rubinel,Latin,,,18.0
Barrio Latino Hungría,Latin,Barrio Latino Hungría,3rPmKvTY3xmhjWastcP4Hc,100.0
Barrio Zumba,Latin,Barrio Zumba,3GYDptojuYTZKUrmssH191,100.0
Barry Manilow,USUK,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,100.0
Barry White,USUK,Barry White,3rfgbfpPSfXY40lzRK7Syt,100.0
Barston,Latin,Barstone,2JirzZtpJOmH5m6MIH76A4,93.0
Bas,USUK,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,55.0
Base Ball Bear feat. RHYMESTER,JP,,,6.0
Based:in,KR,Based In London,6bx5I1qcYJP2QbMbVFsC0X,61.0
Basic Celtos,EU,,,13.0
Basic One,Latin,Basic One,0X2VVen5pC2Bkyv36qnRaT,100.0
Basick,KR,Basick,7pXKdkQsYFCMG2omRxheJ2,100.0
Basil,USUK,Basil Valdez,2ctUvNSyw4TfFtQMkBYiKZ,59.0
Basilisk ~Kouga Ninpou Chou~,JP,,,13.0
Bass Adjustment,Latin,Bass Adjustment,1NksMBd5AeCoL4nKluLwOU,100.0
Bastille,USUK,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,100.0
Bat for Lashes,USUK,Bat For Lashes,6l77PmL5iuEEcYjGl8K6s7,100.0
Bataan Nitollano,Latin,,,32.0
Batacoto,Latin,Batacoto,1ccMC8U64ns5Gq1Jcp4nqK,100.0
Batifun,Latin,Batifun,5lstxGZ6XlbPG4ODUAa3OB,100.0
Batmobile,USUK,Batmobile,7qkq2G92f2yMJVejh6NBEJ,100.0
Baton Rouge,USUK,Baton Rouge,3VLYnvJ03NYgkHLfiaVHUa,100.0
Batsu,JP,Batsu,6sWWi2GyJUOau0mbWva9E4,100.0
Battle,KR,Epic Rap Battles of History,0Rq2hV3S3O4JMWbL2B510w,36.0
Battle of Jericho,EU,,,10.0
Batuk,Latin,Batuk,36ojPWoLbKwT9pD9tXhSkC,100.0
Baumann,USUK,John Baumann,5OCPKdyvsphdpbIVpVts3L,74.0
Baws,JP,Bawsti,4Ds69chH5yPlyInMmJqjMG,80.0
Bay,KR,James Bay,4EzkuveR9pLvDVFNx6foYD,50.0
Bay City Rollers,USUK,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,100.0
Bay.B,KR,James Bay,4EzkuveR9pLvDVFNx6foYD,43.0
Bayside,USUK,Bayside,51J0q8S7W3kIEYHQi3EPqk,100.0
Bayunco Y Sal,Latin,Bayunco Y Sal,4rXUpbwX5wyE1jMCxvD7Ky,100.0
Bazeado,Latin,Bazeado,4rXpKgmXfSpikInRNpfJB3,100.0
Bazykina Twins,EU,Bazykina Twins,2dJX1BHDmYz6h7Sfb7LQuP,100.0
Bazzi,USUK,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,100.0
Be Bop Deluxe,USUK,Be Bop Deluxe,7ysGNWU37tHaPIG5QJLoX2,100.0
Be Your Own Pet,USUK,Be Your Own Pet,60oPm94IK14iPqnGwkbw8x,100.0
Be-Factory,JP,BEAT FACTORY INC,3uqZai4SU4G7qCaCfdEKK4,69.0
Be.A,KR,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,35.0
BeBe Mignon,KR,BeBe Mignon,5k2kQAw5eWXCsuzbpeJ9yJ,100.0
Bea Postigo,Latin,,,14.0
Beach Underground,KR,Beach Underground,0hYdRYOjlmLlXiQ7pdbQFB,100.0
Beach Weather,USUK,Beach Weather,7I3bkknknQkIiatWiupQgD,100.0
Beachside talks,JP,Beachside talks,5sp9TRLcb2ooWZG7XRY6c4,100.0
Beady Eye,USUK,Beady Eye,5yBDILLJyNFAjFpECkk7ys,100.0
Beanie Sigel,USUK,Beanie Sigel,0tCtGc5vt29zFZp6KXzN50,100.0
Beard Of Wolves,EU,,,11.0
Beardfish,USUK,Beardfish,5g8zU3hIMirIT8gwhV6Hlz,100.0
Bearings,USUK,Bearings,0qpDBxRgLp6g0k2esJlUDn,100.0
Bears banD,EU,Band Of Bears,3YNnWd4N7fGQIJBAxK4IW1,43.0
Beast,KR,Beastie Boys,03r4iKL2g2442PT9n2UKsx,59.0
Beast(비스트),KR,,,11.0
Beastie Boys,USUK,Beastie Boys,03r4iKL2g2442PT9n2UKsx,100.0
Beat Devils,USUK,Beat Devils,56cNlBIZiy9Wl1jqA8cuZm,100.0
BeatBurger,KR,Beatburger,7b41jZvm2jhcw3EB7niDOQ,100.0
Beatmania,JP,Beatmania,0DEN7cC5cStmGH68Yahjr9,100.0
Beatrice Llamas,Latin,Beatrice Llamas,27G0xeATDyJ2UBLw0coKPv,100.0
Beatriz Luengo,Latin,Beatriz Luengo,23cijmutocNvhM5xkcyyFF,100.0
Beatsteaks,USUK,Beatsteaks,79qRD2IfSr3pmuYUficMWX,100.0
Beatstream,EU,Beatstream,5knzGcHKdeUG08DPucrngi,100.0
Beautiful Hummingbird,JP,Beautiful Hummingbird,3arFktQQIVQR0QL2HiYrD4,100.0
Beautiful Romance,KR,,,20.0
BeautifulDay,KR,BeautifulDay,0pw20aZyOgUTRtFDFQVkYJ,100.0
Beauty Box,KR,BEAUTY BOX,4hZNUeA8sd9QJAs08yGuYF,100.0
Beauty Fox,KR,,,15.0
Beauty Full of Shit,EU;KR,Beauty Full of Shit,4LowHGt57IoILKaWR8u6BP,100.0
Beauty Without Mercy,VN,,,9.0
Beautybox,KR,,,17.0
Bebe Rexha,USUK,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,100.0
BebeZ,KR,Bebezão Ma,4lIWbTCRGW5AZyPXzMNesi,67.0
Bebel Gilberto,Latin,Bebel Gilberto,6gk4ierjjSVPoZep27VfZz,100.0
Bebi Monsuta,JP,Bebi Monsuta,1ccNIuaRKpLdgCdK5NpG6g,100.0
Bebo Valdés,Latin,Bebo Valdés,3qeECzqe5c7ssusMaDdwbj,100.0
Bebo Valdés/Diego El Cigala,Latin,,,7.0
"Bebo Valdés/Israel ""Cachao"" López",Latin,,,6.0
Bebo Valdés; Diego El Cigala,Latin,,,6.0
Bebo Y Venely,Latin,,,12.0
Bebop,KR,8 Bit Bebop,2gNk5szPMMUmHyI4ktrnW2,62.0
Beby Castor con Los Juveniles,Latin,,,12.0
Beck,USUK,Becky G,4obzFoKoKRHIphyHzJ35G3,73.0
Becky G,USUK,Becky G,4obzFoKoKRHIphyHzJ35G3,100.0
Become the Catalyst,EU,,,9.0
Bed,JP,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,27.0
Bed In,JP,TV in Bed,2yYL8Msg8ZlSSN0afxkStT,40.0
Bedouine,USUK,Bedouine,6IiZemRMna678qNhiRkYI5,100.0
Bee Gees,USUK,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,100.0
Beegie Adair,USUK,Beegie Adair,5gYIhpLwCYoxh3V8KANZpI,100.0
Beenzo,Latin,Beenzo,4koTaHX497jRenT82ozvRA,100.0
Beethova Obas,Latin,Beethova Obas,4YhJ7s6Tm9aGpHuTu7D4Mc,100.0
Beethoven Virus,KR,,,11.0
Beethoven Virus OST,KR,,,9.0
Beggars Opera,USUK,Beggars Opera,1Q1IgVCRwAqQxgcM8a64zP,100.0
Begin,JP,BEGINNERS,3W8j0OhMMduqR1eNV6ktu3,71.0
Begines Y Veneno,Latin,,,21.0
Behind The Flag,EU,Behind the Flag,5y2fjRGNR7lnrtuFNaq59S,100.0
Behindthemoon,KR,BehindTheMoons,37Q2i8zYQewbDWQfjv1p54,96.0
Beige,KR,First Beige,0QLkmmM8acu07MIT5GcSPT,62.0
Beignet,JP,beignet,51l3R6uF7QfK7r19EMuBWd,100.0
Belen,Latin,Belén Aguilera,5fmYDIdgEkSgLdL6esxgfp,53.0
